6,azure,node,1536,westeurope,2810,2484,326,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2674,2460,214,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2258,2064,194,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2365,2231,134,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2310,2126,184,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2729,2552,177,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2457,2282,175,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2434,2167,267,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2359,2158,201,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2352,2186,166,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2380,2182,198,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2441,2282,159,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2270,2069,201,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2507,2311,196,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2344,2104,240,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2343,2152,191,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2246,2059,187,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2281,2064,217,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2396,2196,200,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2263,2047,216,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2290,2089,201,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2303,2027,276,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2206,2045,161,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2283,2095,188,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2250,2036,214,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2407,2236,171,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2434,2202,232,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2818,2252,566,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2378,2136,242,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2415,2247,168,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2259,2046,213,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2287,2101,186,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2534,2299,235,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2525,2307,218,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2455,2245,210,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2612,2056,556,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2160,2005,155,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2225,2006,219,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2250,2044,206,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2339,2138,201,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2200,1993,207,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2455,2242,213,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2386,2115,271,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2283,2123,160,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2196,2013,183,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2274,2078,196,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2364,2130,234,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2252,2047,205,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2534,2283,251,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2448,2151,297,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2312,2098,214,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2850,2215,635,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2327,2098,229,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2503,2291,212,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2306,2116,190,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2485,2254,231,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2442,2154,288,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2329,2130,199,Azure 1536 MB, 1536 MB
6,azure,node,1536,westeurope,2230,2083,147,Azure 1536 MB, 1536 MB
