17,azure-eastasia,873,9402
17,azure-eastasia,861,9402
17,azure-eastasia,875,9402
17,azure-eastasia,846,9402
17,azure-eastasia,793,9402
17,azure-eastasia,876,9402
17,azure-eastasia,790,9402
17,azure-eastasia,853,9402
17,azure-eastasia,791,9402
17,azure-eastasia,864,9402
17,azure-eastasia,767,9402
17,azure-eastasia,790,9402
17,azure-eastasia,859,9402
17,azure-eastasia,807,9402
17,azure-eastasia,803,9402
17,azure-eastasia,865,9402
17,azure-eastasia,790,9402
17,azure-eastasia,775,9402
17,azure-eastasia,885,9402
17,azure-eastasia,591,9402
17,azure-eastasia,798,9402
17,azure-eastasia,798,9402
17,azure-eastasia,845,9402
17,azure-eastasia,794,9402
17,azure-eastasia,791,9402
17,azure-eastasia,782,9402
17,azure-eastasia,847,9402
17,azure-eastasia,788,9402
17,azure-eastasia,789,9402
17,azure-eastasia,787,9402
17,azure-eastasia,864,9402
17,azure-eastasia,796,9402
17,azure-eastasia,586,9402
17,azure-eastasia,786,9402
17,azure-eastasia,816,9402
17,azure-eastasia,885,9402
17,azure-eastasia,778,9402
17,azure-eastasia,596,9402
17,azure-eastasia,804,9402
17,azure-eastasia,810,9402
17,azure-eastasia,875,9402
17,azure-eastasia,789,9402
17,azure-eastasia,786,9402
17,azure-eastasia,794,9402
17,azure-eastasia,810,9402
17,azure-eastasia,872,9402
17,azure-eastasia,602,9402
17,azure-eastasia,796,9402
17,azure-eastasia,838,9402
17,azure-eastasia,598,9402
17,azure-eastasia,796,9402
17,azure-eastasia,865,9402
17,azure-eastasia,800,9402
17,azure-eastasia,783,9402
17,azure-eastasia,793,9402
17,azure-eastasia,594,9402
17,azure-eastasia,795,9402
17,azure-eastasia,857,9402
17,azure-eastasia,597,9402
17,azure-eastasia,814,9402
17,azure-eastasia,806,9402
17,azure-eastasia,823,9402
17,azure-eastasia,590,9402
17,azure-eastasia,876,9402
17,azure-eastasia,788,9402
17,azure-eastasia,590,9402
17,azure-eastasia,809,9402
17,azure-eastasia,811,9402
17,azure-eastasia,793,9402
17,azure-eastasia,790,9402
17,azure-eastasia,883,9402
17,azure-eastasia,875,9402
17,azure-eastasia,807,9402
17,azure-eastasia,797,9402
17,azure-eastasia,829,9402
17,azure-eastasia,792,9402
17,azure-eastasia,598,9402
17,azure-eastasia,873,9402
17,azure-eastasia,792,9402
17,azure-eastasia,819,9402
17,azure-eastasia,796,9402
17,azure-eastasia,802,9402
17,azure-eastasia,798,9402
17,azure-eastasia,609,9402
17,azure-eastasia,885,9402
17,azure-eastasia,800,9402
17,azure-eastasia,813,9402
17,azure-eastasia,819,9402
17,azure-eastasia,793,9402
17,azure-eastasia,595,9402
17,azure-eastasia,811,9402
17,azure-eastasia,819,9402
17,azure-eastasia,912,9402
17,azure-eastasia,900,9402
17,azure-eastasia,810,9402
17,azure-eastasia,828,9402
17,azure-eastasia,810,9402
17,azure-eastasia,817,9402
17,azure-eastasia,596,9402
17,azure-eastasia,783,9402
18,azure-southeastasia,748,10381
18,azure-southeastasia,764,10381
18,azure-southeastasia,734,10381
18,azure-southeastasia,745,10381
18,azure-southeastasia,737,10381
18,azure-southeastasia,738,10381
18,azure-southeastasia,718,10381
18,azure-southeastasia,571,10381
18,azure-southeastasia,701,10381
18,azure-southeastasia,730,10381
18,azure-southeastasia,683,10381
18,azure-southeastasia,719,10381
18,azure-southeastasia,720,10381
18,azure-southeastasia,688,10381
18,azure-southeastasia,664,10381
18,azure-southeastasia,1071,10381
18,azure-southeastasia,714,10381
18,azure-southeastasia,726,10381
18,azure-southeastasia,744,10381
18,azure-southeastasia,701,10381
18,azure-southeastasia,722,10381
18,azure-southeastasia,650,10381
18,azure-southeastasia,771,10381
18,azure-southeastasia,712,10381
18,azure-southeastasia,688,10381
18,azure-southeastasia,717,10381
18,azure-southeastasia,752,10381
18,azure-southeastasia,1190,10381
18,azure-southeastasia,1155,10381
18,azure-southeastasia,1109,10381
18,azure-southeastasia,741,10381
18,azure-southeastasia,742,10381
18,azure-southeastasia,709,10381
18,azure-southeastasia,727,10381
18,azure-southeastasia,692,10381
18,azure-southeastasia,741,10381
18,azure-southeastasia,715,10381
18,azure-southeastasia,693,10381
18,azure-southeastasia,696,10381
18,azure-southeastasia,715,10381
18,azure-southeastasia,747,10381
18,azure-southeastasia,698,10381
18,azure-southeastasia,716,10381
18,azure-southeastasia,677,10381
18,azure-southeastasia,711,10381
18,azure-southeastasia,784,10381
18,azure-southeastasia,717,10381
18,azure-southeastasia,728,10381
18,azure-southeastasia,708,10381
18,azure-southeastasia,708,10381
18,azure-southeastasia,701,10381
18,azure-southeastasia,768,10381
18,azure-southeastasia,683,10381
18,azure-southeastasia,716,10381
18,azure-southeastasia,716,10381
18,azure-southeastasia,703,10381
18,azure-southeastasia,689,10381
18,azure-southeastasia,576,10381
18,azure-southeastasia,713,10381
18,azure-southeastasia,733,10381
18,azure-southeastasia,712,10381
18,azure-southeastasia,710,10381
18,azure-southeastasia,719,10381
18,azure-southeastasia,739,10381
18,azure-southeastasia,742,10381
18,azure-southeastasia,720,10381
18,azure-southeastasia,686,10381
18,azure-southeastasia,709,10381
18,azure-southeastasia,690,10381
18,azure-southeastasia,734,10381
18,azure-southeastasia,763,10381
18,azure-southeastasia,729,10381
18,azure-southeastasia,719,10381
18,azure-southeastasia,710,10381
18,azure-southeastasia,692,10381
18,azure-southeastasia,793,10381
18,azure-southeastasia,697,10381
18,azure-southeastasia,752,10381
18,azure-southeastasia,806,10381
18,azure-southeastasia,718,10381
18,azure-southeastasia,765,10381
18,azure-southeastasia,730,10381
18,azure-southeastasia,700,10381
18,azure-southeastasia,691,10381
18,azure-southeastasia,741,10381
18,azure-southeastasia,757,10381
18,azure-southeastasia,716,10381
18,azure-southeastasia,744,10381
18,azure-southeastasia,682,10381
18,azure-southeastasia,733,10381
18,azure-southeastasia,690,10381
18,azure-southeastasia,747,10381
18,azure-southeastasia,751,10381
18,azure-southeastasia,721,10381
18,azure-southeastasia,754,10381
18,azure-southeastasia,707,10381
18,azure-southeastasia,730,10381
18,azure-southeastasia,758,10381
18,azure-southeastasia,725,10381
18,azure-southeastasia,695,10381
19,azure-eastus,561,6721
19,azure-eastus,575,6721
19,azure-eastus,549,6721
19,azure-eastus,541,6721
19,azure-eastus,458,6721
19,azure-eastus,517,6721
19,azure-eastus,467,6721
19,azure-eastus,614,6721
19,azure-eastus,1223,6721
19,azure-eastus,836,6721
19,azure-eastus,331,6721
19,azure-eastus,452,6721
19,azure-eastus,522,6721
19,azure-eastus,488,6721
19,azure-eastus,458,6721
19,azure-eastus,558,6721
19,azure-eastus,341,6721
19,azure-eastus,478,6721
19,azure-eastus,540,6721
19,azure-eastus,468,6721
19,azure-eastus,475,6721
19,azure-eastus,455,6721
19,azure-eastus,568,6721
19,azure-eastus,455,6721
19,azure-eastus,468,6721
19,azure-eastus,519,6721
19,azure-eastus,464,6721
19,azure-eastus,480,6721
19,azure-eastus,456,6721
19,azure-eastus,1239,6721
19,azure-eastus,532,6721
19,azure-eastus,468,6721
19,azure-eastus,469,6721
19,azure-eastus,342,6721
19,azure-eastus,443,6721
19,azure-eastus,489,6721
19,azure-eastus,466,6721
19,azure-eastus,448,6721
19,azure-eastus,463,6721
19,azure-eastus,472,6721
19,azure-eastus,595,6721
19,azure-eastus,476,6721
19,azure-eastus,437,6721
19,azure-eastus,465,6721
