7,azureWindows,dotnet,1536,westeurope,724,282,442,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,710,278,432,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,441,250,191,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,355,245,110,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,407,258,149,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,373,231,142,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,379,260,119,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,536,248,288,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,371,257,114,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,374,257,117,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,385,245,140,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,378,254,124,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,371,243,128,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,382,242,140,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,703,400,303,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,374,252,122,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,365,260,105,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,373,251,122,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,374,252,122,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,388,243,145,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,354,245,109,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,516,244,272,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,361,250,111,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,350,250,100,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,374,246,128,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,388,243,145,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,356,242,114,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,370,258,112,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,533,243,290,Azure (Win) 1536 MB, 1536 MB
7,azureWindows,dotnet,1536,westeurope,346,247,99,Azure (Win) 1536 MB, 1536 MB
