cloud,runtime,memory_mb,region,total_ms,measured_ms,latency_ms,name
aws,go,128,eu-central-1,1123,964,159,AWS 0128 MB
aws,go,128,eu-central-1,1061,961,100,AWS 0128 MB
aws,go,128,eu-central-1,960,864,96,AWS 0128 MB
aws,go,128,eu-central-1,1022,940,82,AWS 0128 MB
aws,go,128,eu-central-1,1020,940,80,AWS 0128 MB
aws,go,128,eu-central-1,1001,908,93,AWS 0128 MB
aws,go,128,eu-central-1,1013,936,77,AWS 0128 MB
aws,go,128,eu-central-1,1010,928,82,AWS 0128 MB
aws,go,128,eu-central-1,1065,920,145,AWS 0128 MB
aws,go,128,eu-central-1,984,888,96,AWS 0128 MB
aws,go,128,eu-central-1,992,908,84,AWS 0128 MB
aws,go,128,eu-central-1,1079,995,84,AWS 0128 MB
aws,go,128,eu-central-1,989,921,68,AWS 0128 MB
aws,go,128,eu-central-1,1040,940,100,AWS 0128 MB
aws,go,128,eu-central-1,1022,940,82,AWS 0128 MB
aws,go,128,eu-central-1,1038,960,78,AWS 0128 MB
aws,go,128,eu-central-1,1015,940,75,AWS 0128 MB
aws,go,128,eu-central-1,1053,961,92,AWS 0128 MB
aws,go,128,eu-central-1,1008,908,100,AWS 0128 MB
aws,go,128,eu-central-1,1024,952,72,AWS 0128 MB
aws,go,128,eu-central-1,1026,952,74,AWS 0128 MB
aws,go,128,eu-central-1,993,924,69,AWS 0128 MB
aws,go,128,eu-central-1,1009,948,61,AWS 0128 MB
aws,go,128,eu-central-1,1002,912,90,AWS 0128 MB
aws,go,128,eu-central-1,1038,922,116,AWS 0128 MB
aws,go,128,eu-central-1,1023,909,114,AWS 0128 MB
aws,go,128,eu-central-1,1034,932,102,AWS 0128 MB
aws,go,128,eu-central-1,1038,948,90,AWS 0128 MB
aws,go,128,eu-central-1,1084,945,139,AWS 0128 MB
aws,go,128,eu-central-1,1081,997,84,AWS 0128 MB
aws,go,128,eu-central-1,970,887,83,AWS 0128 MB
aws,go,128,eu-central-1,1072,988,84,AWS 0128 MB
aws,go,128,eu-central-1,941,872,69,AWS 0128 MB
aws,go,128,eu-central-1,992,912,80,AWS 0128 MB
aws,go,128,eu-central-1,945,874,71,AWS 0128 MB
aws,go,128,eu-central-1,1265,952,313,AWS 0128 MB
aws,go,128,eu-central-1,945,860,85,AWS 0128 MB
aws,go,128,eu-central-1,1062,972,90,AWS 0128 MB
aws,go,128,eu-central-1,1023,936,87,AWS 0128 MB
aws,go,128,eu-central-1,1053,977,76,AWS 0128 MB
aws,go,128,eu-central-1,985,924,61,AWS 0128 MB
aws,go,128,eu-central-1,1041,944,97,AWS 0128 MB
aws,go,128,eu-central-1,996,924,72,AWS 0128 MB
aws,go,128,eu-central-1,1016,935,81,AWS 0128 MB
aws,go,128,eu-central-1,995,916,79,AWS 0128 MB
aws,go,128,eu-central-1,1013,900,113,AWS 0128 MB
aws,go,128,eu-central-1,1048,977,71,AWS 0128 MB
aws,go,128,eu-central-1,1066,980,86,AWS 0128 MB
aws,go,128,eu-central-1,985,880,105,AWS 0128 MB
aws,go,128,eu-central-1,1006,940,66,AWS 0128 MB
aws,go,128,eu-central-1,1042,940,102,AWS 0128 MB
aws,go,128,eu-central-1,1025,941,84,AWS 0128 MB
aws,go,128,eu-central-1,1006,924,82,AWS 0128 MB
aws,go,128,eu-central-1,1043,968,75,AWS 0128 MB
aws,go,128,eu-central-1,1063,975,88,AWS 0128 MB
