12,ibm,python,128,eu-de,943,680,263,IBM 128 MB
12,ibm,python,128,eu-de,803,680,123,IBM 128 MB
12,ibm,python,128,eu-de,840,675,165,IBM 128 MB
12,ibm,python,128,eu-de,855,677,178,IBM 128 MB
12,ibm,python,128,eu-de,873,679,194,IBM 128 MB
12,ibm,python,128,eu-de,839,674,165,IBM 128 MB
12,ibm,python,128,eu-de,858,697,161,IBM 128 MB
12,ibm,python,128,eu-de,859,681,178,IBM 128 MB
12,ibm,python,128,eu-de,858,681,177,IBM 128 MB
12,ibm,python,128,eu-de,867,677,190,IBM 128 MB
12,ibm,python,128,eu-de,830,673,157,IBM 128 MB
12,ibm,python,128,eu-de,852,676,176,IBM 128 MB
12,ibm,python,128,eu-de,847,672,175,IBM 128 MB
12,ibm,python,128,eu-de,851,686,165,IBM 128 MB
12,ibm,python,128,eu-de,849,671,178,IBM 128 MB
12,ibm,python,128,eu-de,850,685,165,IBM 128 MB
12,ibm,python,128,eu-de,854,688,166,IBM 128 MB
12,ibm,python,128,eu-de,870,682,188,IBM 128 MB
12,ibm,python,128,eu-de,866,674,192,IBM 128 MB
12,ibm,python,128,eu-de,867,682,185,IBM 128 MB
12,ibm,python,128,eu-de,855,680,175,IBM 128 MB
12,ibm,python,128,eu-de,866,695,171,IBM 128 MB
12,ibm,python,128,eu-de,784,678,106,IBM 128 MB
12,ibm,python,128,eu-de,850,679,171,IBM 128 MB
12,ibm,python,128,eu-de,837,676,161,IBM 128 MB
12,ibm,python,128,eu-de,851,679,172,IBM 128 MB
12,ibm,python,128,eu-de,848,673,175,IBM 128 MB
12,ibm,python,128,eu-de,863,690,173,IBM 128 MB
12,ibm,python,128,eu-de,857,676,181,IBM 128 MB
12,ibm,python,128,eu-de,775,679,96,IBM 128 MB
12,ibm,python,128,eu-de,844,674,170,IBM 128 MB
12,ibm,python,128,eu-de,850,677,173,IBM 128 MB
12,ibm,python,128,eu-de,851,677,174,IBM 128 MB
12,ibm,python,128,eu-de,845,679,166,IBM 128 MB
12,ibm,python,128,eu-de,868,680,188,IBM 128 MB
12,ibm,python,128,eu-de,1072,684,388,IBM 128 MB
12,ibm,python,128,eu-de,848,684,164,IBM 128 MB
12,ibm,python,128,eu-de,857,677,180,IBM 128 MB
12,ibm,python,128,eu-de,871,678,193,IBM 128 MB
12,ibm,python,128,eu-de,852,675,177,IBM 128 MB
12,ibm,python,128,eu-de,836,678,158,IBM 128 MB
12,ibm,python,128,eu-de,859,685,174,IBM 128 MB
12,ibm,python,128,eu-de,834,675,159,IBM 128 MB
12,ibm,python,128,eu-de,832,671,161,IBM 128 MB
12,ibm,python,128,eu-de,852,680,172,IBM 128 MB
12,ibm,python,128,eu-de,852,676,176,IBM 128 MB
12,ibm,python,128,eu-de,846,676,170,IBM 128 MB
12,ibm,python,128,eu-de,777,676,101,IBM 128 MB
12,ibm,python,128,eu-de,876,677,199,IBM 128 MB
12,ibm,python,128,eu-de,831,672,159,IBM 128 MB
12,ibm,python,128,eu-de,834,674,160,IBM 128 MB
12,ibm,python,128,eu-de,838,674,164,IBM 128 MB
12,ibm,python,128,eu-de,863,680,183,IBM 128 MB
12,ibm,python,128,eu-de,854,681,173,IBM 128 MB
12,ibm,python,128,eu-de,819,679,140,IBM 128 MB
12,ibm,python,128,eu-de,838,682,156,IBM 128 MB
12,ibm,python,128,eu-de,798,675,123,IBM 128 MB
12,ibm,python,128,eu-de,857,680,177,IBM 128 MB
12,ibm,python,128,eu-de,856,674,182,IBM 128 MB
12,ibm,python,128,eu-de,846,681,165,IBM 128 MB
12,ibm,python,128,eu-de,1250,678,572,IBM 128 MB
12,ibm,python,128,eu-de,850,684,166,IBM 128 MB
12,ibm,python,128,eu-de,853,677,176,IBM 128 MB
12,ibm,python,128,eu-de,832,682,150,IBM 128 MB
12,ibm,python,128,eu-de,849,679,170,IBM 128 MB
12,ibm,python,128,eu-de,1015,675,340,IBM 128 MB
12,ibm,python,128,eu-de,831,676,155,IBM 128 MB
12,ibm,python,128,eu-de,797,671,126,IBM 128 MB
12,ibm,python,128,eu-de,831,671,160,IBM 128 MB
12,ibm,python,128,eu-de,865,673,192,IBM 128 MB
12,ibm,python,128,eu-de,973,674,299,IBM 128 MB
12,ibm,python,128,eu-de,832,681,151,IBM 128 MB
12,ibm,python,128,eu-de,835,679,156,IBM 128 MB
12,ibm,python,128,eu-de,791,670,121,IBM 128 MB
12,ibm,python,128,eu-de,853,677,176,IBM 128 MB
12,ibm,python,128,eu-de,842,673,169,IBM 128 MB
12,ibm,python,128,eu-de,910,675,235,IBM 128 MB
12,ibm,python,128,eu-de,1261,679,582,IBM 128 MB
12,ibm,python,128,eu-de,869,673,196,IBM 128 MB
12,ibm,python,128,eu-de,865,675,190,IBM 128 MB
12,ibm,python,128,eu-de,1199,680,519,IBM 128 MB
12,ibm,python,128,eu-de,873,672,201,IBM 128 MB
12,ibm,python,128,eu-de,831,672,159,IBM 128 MB
12,ibm,python,128,eu-de,823,678,145,IBM 128 MB
12,ibm,python,128,eu-de,840,678,162,IBM 128 MB
12,ibm,python,128,eu-de,845,678,167,IBM 128 MB
12,ibm,python,128,eu-de,823,679,144,IBM 128 MB
12,ibm,python,128,eu-de,844,674,170,IBM 128 MB
12,ibm,python,128,eu-de,847,676,171,IBM 128 MB
12,ibm,python,128,eu-de,1668,597,1071,IBM 128 MB
12,ibm,python,128,eu-de,844,602,242,IBM 128 MB
12,ibm,python,128,eu-de,785,588,197,IBM 128 MB
12,ibm,python,128,eu-de,831,590,241,IBM 128 MB
12,ibm,python,128,eu-de,778,597,181,IBM 128 MB
12,ibm,python,128,eu-de,776,605,171,IBM 128 MB
12,ibm,python,128,eu-de,748,589,159,IBM 128 MB
12,ibm,python,128,eu-de,687,587,100,IBM 128 MB
12,ibm,python,128,eu-de,782,593,189,IBM 128 MB
12,ibm,python,128,eu-de,771,591,180,IBM 128 MB
12,ibm,python,128,eu-de,704,584,120,IBM 128 MB
13,ibm,python,256,eu-de,839,588,251,IBM 256 MB
13,ibm,python,256,eu-de,816,595,221,IBM 256 MB
13,ibm,python,256,eu-de,769,604,165,IBM 256 MB
13,ibm,python,256,eu-de,768,587,181,IBM 256 MB
13,ibm,python,256,eu-de,846,588,258,IBM 256 MB
13,ibm,python,256,eu-de,741,584,157,IBM 256 MB
13,ibm,python,256,eu-de,747,594,153,IBM 256 MB
13,ibm,python,256,eu-de,822,589,233,IBM 256 MB
13,ibm,python,256,eu-de,764,594,170,IBM 256 MB
13,ibm,python,256,eu-de,737,588,149,IBM 256 MB
13,ibm,python,256,eu-de,761,596,165,IBM 256 MB
13,ibm,python,256,eu-de,749,590,159,IBM 256 MB
13,ibm,python,256,eu-de,752,595,157,IBM 256 MB
13,ibm,python,256,eu-de,896,658,238,IBM 256 MB
13,ibm,python,256,eu-de,742,592,150,IBM 256 MB
13,ibm,python,256,eu-de,756,587,169,IBM 256 MB
13,ibm,python,256,eu-de,1110,604,506,IBM 256 MB
13,ibm,python,256,eu-de,1084,591,493,IBM 256 MB
13,ibm,python,256,eu-de,752,600,152,IBM 256 MB
13,ibm,python,256,eu-de,1237,586,651,IBM 256 MB
13,ibm,python,256,eu-de,763,585,178,IBM 256 MB
13,ibm,python,256,eu-de,763,590,173,IBM 256 MB
13,ibm,python,256,eu-de,756,583,173,IBM 256 MB
13,ibm,python,256,eu-de,732,587,145,IBM 256 MB
13,ibm,python,256,eu-de,736,589,147,IBM 256 MB
13,ibm,python,256,eu-de,838,641,197,IBM 256 MB
13,ibm,python,256,eu-de,774,592,182,IBM 256 MB
13,ibm,python,256,eu-de,756,582,174,IBM 256 MB
13,ibm,python,256,eu-de,785,583,202,IBM 256 MB
13,ibm,python,256,eu-de,732,586,146,IBM 256 MB
13,ibm,python,256,eu-de,742,586,156,IBM 256 MB
