#idx,cloud,runtime,memory_mb,region,total_ms,measured_ms,latency_ms,name
5,aws,python,2048,eu-central-1,641,569,72,AWS 2048 MB
5,aws,python,2048,eu-central-1,650,573,77,AWS 2048 MB
5,aws,python,2048,eu-central-1,643,568,75,AWS 2048 MB
5,aws,python,2048,eu-central-1,655,569,86,AWS 2048 MB
5,aws,python,2048,eu-central-1,656,572,84,AWS 2048 MB
5,aws,python,2048,eu-central-1,623,568,55,AWS 2048 MB
5,aws,python,2048,eu-central-1,643,577,66,AWS 2048 MB
5,aws,python,2048,eu-central-1,643,585,58,AWS 2048 MB
5,aws,python,2048,eu-central-1,654,573,81,AWS 2048 MB
5,aws,python,2048,eu-central-1,631,568,63,AWS 2048 MB
5,aws,python,2048,eu-central-1,659,572,87,AWS 2048 MB
5,aws,python,2048,eu-central-1,656,572,84,AWS 2048 MB
5,aws,python,2048,eu-central-1,653,570,83,AWS 2048 MB
5,aws,python,2048,eu-central-1,642,572,70,AWS 2048 MB
5,aws,python,2048,eu-central-1,649,570,79,AWS 2048 MB
