cloud,runtime,memory_mb,region,total_ms,measured_ms,latency_ms,name
aws,node,128,eu-central-1,18296,18083,213,AWS 0128 MB
aws,node,128,eu-central-1,17545,17103,442,AWS 0128 MB
aws,node,128,eu-central-1,17453,17022,431,AWS 0128 MB
aws,node,128,eu-central-1,17364,16903,461,AWS 0128 MB
aws,node,128,eu-central-1,18576,18377,199,AWS 0128 MB
aws,node,128,eu-central-1,17018,16848,170,AWS 0128 MB
aws,node,128,eu-central-1,16882,16725,157,AWS 0128 MB
aws,node,128,eu-central-1,16752,16581,171,AWS 0128 MB
aws,node,128,eu-central-1,18765,18152,613,AWS 0128 MB
aws,node,128,eu-central-1,17063,16851,212,AWS 0128 MB
aws,node,128,eu-central-1,17197,17053,144,AWS 0128 MB
aws,node,128,eu-central-1,16918,16751,167,AWS 0128 MB
aws,node,128,eu-central-1,18287,18138,149,AWS 0128 MB
aws,node,128,eu-central-1,16797,16646,151,AWS 0128 MB
aws,node,128,eu-central-1,16975,16825,150,AWS 0128 MB
aws,node,128,eu-central-1,16657,16492,165,AWS 0128 MB
aws,node,128,eu-central-1,18217,18088,129,AWS 0128 MB
aws,node,128,eu-central-1,16997,16858,139,AWS 0128 MB
aws,node,128,eu-central-1,17081,16914,167,AWS 0128 MB
aws,node,128,eu-central-1,16839,16704,135,AWS 0128 MB
aws,node,128,eu-central-1,18284,18107,177,AWS 0128 MB
aws,node,128,eu-central-1,16774,16667,107,AWS 0128 MB
aws,node,128,eu-central-1,16941,16788,153,AWS 0128 MB
aws,node,128,eu-central-1,16659,16491,168,AWS 0128 MB
aws,node,128,eu-central-1,18241,18080,161,AWS 0128 MB
aws,node,128,eu-central-1,17125,16960,165,AWS 0128 MB
aws,node,128,eu-central-1,17007,16801,206,AWS 0128 MB
aws,node,128,eu-central-1,16636,16502,134,AWS 0128 MB
aws,node,128,eu-central-1,18452,18299,153,AWS 0128 MB
aws,node,128,eu-central-1,17000,16881,119,AWS 0128 MB
aws,node,128,eu-central-1,16957,16815,142,AWS 0128 MB
aws,node,128,eu-central-1,16851,16681,170,AWS 0128 MB
aws,node,128,eu-central-1,18059,17909,150,AWS 0128 MB
aws,node,128,eu-central-1,17071,16926,145,AWS 0128 MB
aws,node,128,eu-central-1,16933,16787,146,AWS 0128 MB
aws,node,128,eu-central-1,17065,16686,379,AWS 0128 MB
aws,node,128,eu-central-1,18278,18101,177,AWS 0128 MB
aws,node,128,eu-central-1,17085,16930,155,AWS 0128 MB
