name,time,ms,provider,region
latency,1579031237325444046,164,aws,eu-north-1
latency,1579031237488372257,101,aws,eu-north-1
latency,1579031237503705880,138,aws,eu-north-1
latency,1579031237783143416,145,aws,eu-north-1
latency,1579031238322416591,750,aws,sa-east-1
latency,1579031238558383827,732,aws,sa-east-1
latency,1579031238707673592,718,aws,sa-east-1
latency,1579031238717864991,713,aws,sa-east-1
latency,1579031238995926870,710,aws,sa-east-1
latency,1579031239352708509,527,aws,me-south-1
latency,1579031239541972377,483,aws,me-south-1
latency,1579031239694900505,485,aws,me-south-1
latency,1579031239705307938,487,aws,me-south-1
latency,1579031239978237767,482,aws,me-south-1
latency,1579031240531956216,679,aws,ap-east-1
latency,1579031240705022466,662,aws,ap-east-1
latency,1579031240846854027,645,aws,ap-east-1
latency,1579031240855922526,647,aws,ap-east-1
latency,1579031241118266463,639,aws,ap-east-1
latency,1579031241628321970,595,azure,eastus
latency,1579031241682501200,476,azure,eastus
latency,1579031241794171965,437,azure,eastus
latency,1579031241814033981,465,azure,eastus
latency,1579031242091241442,471,azure,eastus
latency,1579031242655886572,527,azure,eastus2
latency,1579031242673421620,490,azure,eastus2
latency,1579031242760012118,465,azure,eastus2
latency,1579031242790514694,475,azure,eastus2
latency,1579031243075146165,482,azure,eastus2
latency,1579031243392076187,229,azure,uksouth
latency,1579031243398563582,225,azure,uksouth
latency,1579031243428153886,168,azure,uksouth
latency,1579031243442580145,151,azure,uksouth
latency,1579031243717001989,137,azure,uksouth
latency,1579031244725620814,207,ibm,eu-de
latency,1579031245132633836,1240,ibm,jp-tok
latency,1579031245149208957,1249,ibm,jp-tok
latency,1579031245332042515,1386,ibm,jp-tok
latency,1579031245393312691,1173,ibm,jp-tok
latency,1579031245445519599,218,google,us-central1
latency,1579031245817955582,1889,ibm,jp-tok
latency,1579031245826182510,176,ibm,eu-de
latency,1579031245838895715,204,ibm,eu-de
latency,1579031246003776887,170,ibm,eu-de
latency,1579031246049197111,157,ibm,eu-de
latency,1579031246352326587,405,aws,us-east-2
latency,1579031246435506722,116,ibm,eu-de
latency,1579031246490383280,161,google,us-central1
latency,1579031246521752852,180,google,us-central1
latency,1579031246681337605,175,google,us-central1
latency,1579031246710943700,161,google,us-central1
latency,1579031247084543741,231,ibm,eu-gb
latency,1579031247223845956,288,google,us-central1
latency,1579031247370268656,377,aws,us-east-2
latency,1579031247403445802,377,aws,us-east-2
latency,1579031247558545512,377,aws,us-east-2
latency,1579031247587504924,374,aws,us-east-2
latency,1579031247754559445,169,google,us-east1
latency,1579031247887025318,161,aws,us-east-2
latency,1579031248094227187,222,ibm,eu-gb
latency,1579031248105635555,200,ibm,eu-gb
latency,1579031248293126993,227,ibm,eu-gb
latency,1579031248295929306,206,ibm,eu-gb
latency,1579031248611266596,223,ibm,eu-gb
latency,1579031248639336630,381,aws,us-east-1
latency,1579031248820934573,213,google,us-east1
latency,1579031248956253413,165,google,us-east1
latency,1579031248965353231,167,google,us-east1
latency,1579031249417614040,822,google,us-east1
latency,1579031249672416627,349,aws,us-east-1
latency,1579031249817555294,358,aws,us-east-1
latency,1579031249836539460,370,aws,us-east-1
latency,1579031250011547318,872,azure,eastasia
latency,1579031250016953121,904,google,us-east1
latency,1579031250273876414,355,aws,us-east-1
latency,1579031250683952870,166,aws,us-east-1
latency,1579031250776447513,602,azure,eastasia
latency,1579031251114558672,796,azure,eastasia
latency,1579031251119084188,607,ibm,us-south
latency,1579031251175817487,838,azure,eastasia
latency,1579031251374394587,598,azure,eastasia
latency,1579031251781264865,161,google,us-east4
latency,1579031251938015180,323,ibm,us-south
latency,1579031251951817046,676,ibm,us-south
latency,1579031251988364800,796,azure,eastasia
latency,1579031252277196096,598,ibm,us-south
latency,1579031252486248587,611,ibm,us-south
latency,1579031252680935610,235,google,us-east4
latency,1579031252685855306,232,google,us-east4
latency,1579031252840780442,559,aws,us-west-1
latency,1579031252930200703,151,google,us-east4
latency,1579031253076749075,594,ibm,us-south
latency,1579031253129756943,143,google,us-east4
latency,1579031253727598150,546,aws,us-west-1
latency,1579031253744142928,557,aws,us-west-1
latency,1579031253778913131,200,google,us-east4
latency,1579031253844699455,503,ibm,us-east
latency,1579031254011608881,578,aws,us-west-1
latency,1579031254177535484,546,aws,us-west-1
latency,1579031254505970846,218,aws,us-west-1
latency,1579031254554436229,192,google,europe-west1
latency,1579031254711074347,481,ibm,us-east
latency,1579031254729294391,483,ibm,us-east
latency,1579031254978100756,464,ibm,us-east
latency,1579031255156464675,475,ibm,us-east
latency,1579031255280683761,66,google,europe-west1
latency,1579031255296038795,65,google,europe-west1
latency,1579031255487239037,477,ibm,us-east
latency,1579031255552562411,66,google,europe-west1
latency,1579031255619929117,579,aws,us-west-2
latency,1579031255731685880,74,google,europe-west1
latency,1579031256142706370,156,google,europe-west1
latency,1579031256383535532,586,aws,us-west-2
latency,1579031256399898107,617,aws,us-west-2
latency,1579031256466391060,232,aws,us-west-2
latency,1579031256537525302,416,aws,ap-south-1
latency,1579031256636672650,583,aws,us-west-2
latency,1579031257117937491,79,google,europe-west2
latency,1579031257221830788,577,aws,us-west-2
latency,1579031257259843038,359,aws,ap-south-1
latency,1579031257285345649,396,aws,ap-south-1
latency,1579031257358137350,390,aws,ap-south-1
latency,1579031257505233074,367,aws,ap-south-1
latency,1579031257845071239,84,google,europe-west2
latency,1579031257882319300,159,aws,ap-south-1
latency,1579031257945690001,158,google,europe-west2
latency,1579031257953414376,92,google,europe-west2
latency,1579031257963764858,340,azure,northeurope
latency,1579031258192837010,186,google,europe-west2
latency,1579031258447359438,62,google,europe-west2
latency,1579031258538411987,192,azure,northeurope
latency,1579031258605439484,153,azure,northeurope
latency,1579031258666595528,219,azure,northeurope
latency,1579031258904486456,211,azure,northeurope
latency,1579031259164681223,210,azure,northeurope
latency,1579031260499149783,2039,google,asia-east2
latency,1579031261098355019,2060,google,asia-east2
latency,1579031261194927372,2088,google,asia-east2
latency,1579031261296225952,2128,google,asia-east2
latency,1579031261386451128,1981,google,asia-east2
latency,1579031261676616748,2008,google,asia-east2
latency,1579031261895431860,892,aws,ap-northeast-2
latency,1579031262469983530,865,aws,ap-northeast-2
latency,1579031262556755938,861,aws,ap-northeast-2
latency,1579031262659339763,860,aws,ap-northeast-2
latency,1579031262746099860,856,aws,ap-northeast-2
latency,1579031263033992492,638,azure,southcentralus
latency,1579031263047259077,867,aws,ap-northeast-2
latency,1579031263589061076,617,azure,southcentralus
latency,1579031263674891913,616,azure,southcentralus
latency,1579031263736503625,575,azure,southcentralus
latency,1579031263853849424,607,azure,southcentralus
latency,1579031264080540890,544,aws,ap-southeast-1
latency,1579031264117056396,568,azure,southcentralus
latency,1579031264648179844,557,aws,ap-southeast-1
latency,1579031264716418192,540,aws,ap-southeast-1
latency,1579031264781428811,543,aws,ap-southeast-1
latency,1579031264841963478,224,aws,ap-southeast-1
latency,1579031264904009401,549,aws,ap-southeast-1
latency,1579031265650931760,305,google,asia-northeast1
latency,1579031266034823308,1453,google,asia-northeast1
latency,1579031266650227507,1502,google,asia-northeast1
latency,1579031266683733103,1465,google,asia-northeast1
latency,1579031266937341314,784,azure,southeastasia
latency,1579031266968398702,1686,google,asia-northeast1
latency,1579031267117598895,1712,google,asia-northeast1
latency,1579031267253692438,717,azure,southeastasia
latency,1579031267879386831,728,azure,southeastasia
latency,1579031267893432895,708,azure,southeastasia
latency,1579031268177610091,708,azure,southeastasia
latency,1579031268320633050,701,azure,southeastasia
latency,1579031268411916388,972,aws,ap-southeast-2
latency,1579031268700753457,945,aws,ap-southeast-2
latency,1579031268766073685,372,aws,ap-southeast-2
latency,1579031269334492578,953,aws,ap-southeast-2
latency,1579031269639652167,955,aws,ap-southeast-2
latency,1579031269689761213,775,aws,ap-northeast-1
latency,1579031269785770628,962,aws,ap-southeast-2
latency,1579031269969453011,766,aws,ap-northeast-1
latency,1579031270038178673,770,aws,ap-northeast-1
latency,1579031270414025985,224,azure,westeurope
latency,1579031270610421671,775,aws,ap-northeast-1
latency,1579031270681366811,211,azure,westeurope
latency,1579031270723274456,183,azure,westeurope
latency,1579031270905570262,765,aws,ap-northeast-1
latency,1579031271047409917,761,aws,ap-northeast-1
latency,1579031271281044617,170,azure,westeurope
latency,1579031271359908852,444,aws,ca-central-1
latency,1579031271539679641,133,azure,westeurope
latency,1579031271567484025,386,aws,ca-central-1
latency,1579031271613647402,390,aws,ca-central-1
latency,1579031271725452455,177,azure,westeurope
latency,1579031272353820831,61,aws,eu-central-1
latency,1579031272353836276,173,aws,ca-central-1
latency,1579031272353854911,76,aws,eu-central-1
latency,1579031272353969461,64,aws,eu-central-1
latency,1579031272404238498,174,aws,ca-central-1
latency,1579031272431446204,389,aws,ca-central-1
latency,1579031272530704945,74,aws,eu-central-1
latency,1579031272629907226,191,aws,eu-west-1
latency,1579031272723773282,90,aws,eu-west-1
latency,1579031272891572489,212,aws,eu-west-1
latency,1579031272965462650,60,aws,eu-central-1
latency,1579031273016833009,81,aws,eu-central-1
latency,1579031273140410039,108,aws,eu-west-1
latency,1579031273635153765,168,aws,eu-west-1
latency,1579031273684014132,166,aws,eu-west-1
latency,1579031273925553325,794,azure,westus2
latency,1579031273955865481,731,azure,westus2
latency,1579031274117615920,723,azure,westus2
latency,1579031274344737117,703,azure,westus2
latency,1579031274599244904,172,aws,eu-west-2
latency,1579031274767140155,149,aws,eu-west-2
latency,1579031274836757515,378,aws,eu-west-2
latency,1579031274858060819,722,azure,westus2
latency,1579031274913127572,727,azure,westus2
latency,1579031274986675633,141,aws,eu-west-2
latency,1579031275236891902,136,aws,eu-west-3
latency,1579031275417123969,148,aws,eu-west-3
latency,1579031275465378908,106,aws,eu-west-2
latency,1579031275484702625,139,aws,eu-west-3
latency,1579031275589196085,171,aws,eu-west-2
latency,1579031275596552351,108,aws,eu-west-3
latency,1579031275908092460,171,aws,eu-north-1
latency,1579031276055877837,138,aws,eu-north-1
latency,1579031276060935775,95,aws,eu-west-3
latency,1579031276134288158,154,aws,eu-north-1
latency,1579031276177356570,87,aws,eu-west-3
latency,1579031276246204703,148,aws,eu-north-1
latency,1579031276705278580,142,aws,eu-north-1
latency,1579031276765584121,88,aws,eu-north-1
latency,1579031277168405867,758,aws,sa-east-1
latency,1579031277279215060,722,aws,sa-east-1
latency,1579031277472018295,724,aws,sa-east-1
latency,1579031277485113529,280,aws,sa-east-1
latency,1579031277560136804,924,aws,sa-east-1
latency,1579031277982259745,716,aws,sa-east-1
latency,1579031278202089801,533,aws,me-south-1
latency,1579031278267829863,488,aws,me-south-1
latency,1579031278469753439,498,aws,me-south-1
latency,1579031278549250937,488,aws,me-south-1
latency,1579031278711788568,724,aws,me-south-1
latency,1579031278993125488,510,aws,me-south-1
latency,1579031279385576500,683,aws,ap-east-1
latency,1579031279418286517,649,aws,ap-east-1
latency,1579031279653522662,683,aws,ap-east-1
latency,1579031279692435759,641,aws,ap-east-1
latency,1579031279859129292,647,aws,ap-east-1
latency,1579031280165269331,671,aws,ap-east-1
latency,1579031280447514843,561,azure,eastus
latency,1579031280465022226,546,azure,eastus
latency,1579031280596167929,440,azure,eastus
latency,1579031280663417832,468,azure,eastus
latency,1579031280837221877,475,azure,eastus
latency,1579031281124360258,454,azure,eastus
latency,1579031281507590060,559,azure,eastus2
latency,1579031281515516004,549,azure,eastus2
latency,1579031281564685721,467,azure,eastus2
latency,1579031281663803378,499,azure,eastus2
latency,1579031281818160946,480,azure,eastus2
latency,1579031282099843666,477,azure,eastus2
latency,1579031282248926474,233,azure,uksouth
latency,1579031282261012278,194,azure,uksouth
latency,1579031282275672099,261,azure,uksouth
latency,1579031282332605618,166,azure,uksouth
latency,1579031282485701373,167,azure,uksouth
latency,1579031282741745238,140,azure,uksouth
latency,1579031284032672484,1282,ibm,jp-tok
latency,1579031284057825168,1295,ibm,jp-tok
latency,1579031284163457385,1386,ibm,jp-tok
latency,1579031284187419938,1200,ibm,jp-tok
latency,1579031284206420498,1372,ibm,jp-tok
latency,1579031284473715129,1231,ibm,jp-tok
latency,1579031284988684152,456,ibm,eu-de
latency,1579031285225008292,666,ibm,eu-de
latency,1579031285382177892,406,ibm,eu-de
latency,1579031285736738668,244,google,us-central1
latency,1579031285895318602,167,google,us-central1
latency,1579031286051284722,166,google,us-central1
latency,1579031286643449658,405,aws,us-east-2
latency,1579031286779673796,384,aws,us-east-2
latency,1579031286932473173,379,aws,us-east-2
latency,1579031287368041282,223,ibm,eu-gb
latency,1579031287552917800,269,ibm,eu-gb
latency,1579031287617877129,185,ibm,eu-gb
latency,1579031288114116256,245,google,us-east1
latency,1579031288904712170,786,google,us-east1
latency,1579031288916413231,861,google,us-east1
latency,1579031288995149225,376,aws,us-east-1
latency,1579031289565463823,159,aws,us-east-1
latency,1579031289615345281,199,aws,us-east-1
latency,1579031290362609226,865,azure,eastasia
latency,1579031290870079856,800,azure,eastasia
latency,1579031290912737878,783,azure,eastasia
latency,1579031291502920945,638,ibm,us-south
latency,1579031292056016661,685,ibm,us-south
latency,1579031292080425307,678,ibm,us-south
latency,1579031292173689415,165,google,us-east4
latency,1579031292273118451,7609,ibm,eu-de
latency,1579031293129109824,355,google,us-central1
latency,1579031293228938938,8540,ibm,eu-de
latency,1579031293242176114,566,aws,us-west-1
latency,1579031293257718667,700,google,us-east4
latency,1579031293265667439,8557,ibm,eu-de
latency,1579031293278714137,696,google,us-east4
latency,1579031293931047971,200,google,us-central1
latency,1579031293984925779,223,aws,us-west-1
latency,1579031294015960232,385,aws,us-east-2
latency,1579031294254968311,511,ibm,us-east
latency,1579031294309372677,530,aws,us-west-1
latency,1579031294668640690,182,ibm,us-east
latency,1579031294750988103,232,ibm,eu-gb
latency,1579031294820992728,388,aws,us-east-2
latency,1579031294860865584,105,google,europe-west1
latency,1579031295292962899,480,ibm,us-east
latency,1579031295343118307,172,google,europe-west1
latency,1579031295451467712,129,ibm,eu-gb
latency,1579031295959373034,164,google,europe-west1
latency,1579031295988211939,626,aws,us-west-2
latency,1579031296035257729,781,google,us-east1
latency,1579031296427715699,582,aws,us-west-2
latency,1579031296820689822,867,google,us-east1
latency,1579031296889928603,352,aws,us-east-1
latency,1579031296960683702,471,aws,ap-south-1
latency,1579031296976753659,3210,google,us-central1
latency,1579031297049039590,588,aws,us-west-2
latency,1579031297098297146,170,aws,ap-south-1
latency,1579031297695392414,373,aws,us-east-1
latency,1579031297745749307,283,google,europe-west2
latency,1579031297754309285,152,google,europe-west2
latency,1579031297863677635,383,aws,us-east-2
latency,1579031297911637311,360,aws,ap-south-1
latency,1579031298183761706,793,azure,eastasia
latency,1579031298542581836,297,azure,northeurope
latency,1579031298546884792,132,google,europe-west2
latency,1579031298554787402,302,azure,northeurope
latency,1579031298570876448,208,ibm,eu-gb
latency,1579031298790209599,594,azure,eastasia
latency,1579031298913494414,229,ibm,us-south
latency,1579031299237637773,189,azure,northeurope
latency,1579031299411077408,338,google,us-east1
latency,1579031299550369302,137,google,us-east4
latency,1579031299967457851,676,ibm,us-south
latency,1579031300258510804,346,aws,us-east-1
latency,1579031300590250193,538,aws,us-west-1
latency,1579031300679423643,209,google,us-east4
latency,1579031301101514417,2044,google,asia-east2
latency,1579031301101518937,2056,google,asia-east2
latency,1579031301393627410,212,aws,us-west-1
latency,1579031301557047833,795,azure,eastasia
latency,1579031301621501011,530,ibm,us-east
latency,1579031301713048133,1971,google,asia-east2
latency,1579031302242207476,113,google,europe-west1
latency,1579031302371279956,474,ibm,us-east
latency,1579031302505451062,901,aws,ap-northeast-2
latency,1579031302521538709,918,aws,ap-northeast-2
latency,1579031302639508246,578,ibm,us-south
latency,1579031302938959585,64,google,europe-west1
latency,1579031303083430623,869,aws,ap-northeast-2
latency,1579031303356653223,613,aws,us-west-2
latency,1579031303665891411,641,azure,southcentralus
latency,1579031303670251945,665,azure,southcentralus
latency,1579031303749689200,310,aws,us-west-2
latency,1579031303837306315,697,google,us-east4
latency,1579031304159876894,575,azure,southcentralus
latency,1579031304236823431,378,aws,ap-south-1
latency,1579031304410908099,154,aws,ap-south-1
latency,1579031304555601218,218,aws,us-west-1
latency,1579031304719293958,550,aws,ap-southeast-1
latency,1579031304744122884,573,aws,ap-southeast-1
latency,1579031304928832031,191,google,europe-west2
latency,1579031305097863917,186,google,europe-west2
latency,1579031305204619798,543,aws,ap-southeast-1
latency,1579031305533027181,467,ibm,us-east
latency,1579031305631528407,200,azure,northeurope
latency,1579031305797056632,198,azure,northeurope
latency,1579031306090661331,64,google,europe-west1
latency,1579031306829585216,237,aws,us-west-2
latency,1579031307053417063,1832,google,asia-northeast1
latency,1579031307146473940,1902,google,asia-northeast1
latency,1579031307397441412,1691,google,asia-northeast1
latency,1579031307484534556,152,aws,ap-south-1
latency,1579031308173976897,186,google,europe-west2
latency,1579031308197399247,2065,google,asia-east2
latency,1579031308298859685,2000,google,asia-east2
latency,1579031308323950085,768,azure,southeastasia
latency,1579031308331674170,683,azure,southeastasia
latency,1579031308614718823,716,azure,southeastasia
latency,1579031308872674182,197,azure,northeurope
latency,1579031309577016299,879,aws,ap-northeast-2
latency,1579031309675158853,873,aws,ap-northeast-2
latency,1579031309810303193,984,aws,ap-southeast-2
latency,1579031310064059220,949,aws,ap-southeast-2
latency,1579031310090972196,1258,aws,ap-southeast-2
latency,1579031310701390579,623,azure,southcentralus
latency,1579031310794911842,618,azure,southcentralus
latency,1579031311144253284,828,aws,ap-northeast-1
latency,1579031311365614867,799,aws,ap-northeast-1
latency,1579031311377553121,785,aws,ap-northeast-1
latency,1579031311377600464,2003,google,asia-east2
latency,1579031311749130296,546,aws,ap-southeast-1
latency,1579031311843314483,198,azure,westeurope
latency,1579031311861345235,565,aws,ap-southeast-1
latency,1579031312075751699,208,azure,westeurope
latency,1579031312665122248,758,azure,westeurope
latency,1579031312665129135,382,aws,ap-northeast-2
latency,1579031312760388340,415,aws,ca-central-1
latency,1579031312976542284,399,aws,ca-central-1
latency,1579031313199949728,437,azure,southcentralus
latency,1579031313352836331,92,aws,eu-central-1
latency,1579031313528453632,389,aws,ca-central-1
latency,1579031313548903780,71,aws,eu-central-1
latency,1579031313943224584,1691,google,asia-northeast1
latency,1579031313972350465,112,aws,eu-west-1
latency,1579031314055407300,1693,google,asia-northeast1
latency,1579031314114794089,84,aws,eu-central-1
latency,1579031314225690318,175,aws,eu-west-1
latency,1579031314258650524,555,aws,ap-southeast-1
latency,1579031314952631388,88,aws,eu-west-1
latency,1579031315160819596,716,azure,southeastasia
latency,1579031315260859976,703,azure,southeastasia
latency,1579031315291240491,817,azure,westus2
latency,1579031315487459147,756,azure,westus2
latency,1579031315773656513,555,azure,westus2
latency,1579031315955519228,161,aws,eu-west-2
latency,1579031316156364114,168,aws,eu-west-2
latency,1579031316420204008,143,aws,eu-west-2
latency,1579031316430079849,1668,google,asia-northeast1
latency,1579031316599003229,142,aws,eu-west-3
latency,1579031316615078188,953,aws,ap-southeast-2
latency,1579031316711109353,950,aws,ap-southeast-2
latency,1579031316792767195,135,aws,eu-west-3
latency,1579031317042383775,119,aws,eu-west-3
latency,1579031317313958478,214,aws,eu-north-1
latency,1579031317430595585,137,aws,eu-north-1
latency,1579031317621528567,689,azure,southeastasia
latency,1579031317779097884,235,aws,eu-north-1
latency,1579031317933442330,817,aws,ap-northeast-1
latency,1579031318009516955,797,aws,ap-northeast-1
latency,1579031318574839107,139,azure,westeurope
latency,1579031318584186215,763,aws,sa-east-1
latency,1579031318657095212,720,aws,sa-east-1
latency,1579031318660092900,148,azure,westeurope
latency,1579031319002225304,721,aws,sa-east-1
latency,1579031319069003574,946,aws,ap-southeast-2
latency,1579031319511367765,430,aws,ca-central-1
latency,1579031319555282910,394,aws,ca-central-1
latency,1579031319607641557,528,aws,me-south-1
latency,1579031319679718062,524,aws,me-south-1
latency,1579031319998126064,486,aws,me-south-1
latency,1579031320092138046,80,aws,eu-central-1
latency,1579031320148747999,91,aws,eu-central-1
latency,1579031320377419661,806,aws,ap-northeast-1
latency,1579031320743097659,94,aws,eu-west-1
latency,1579031320766235015,174,aws,eu-west-1
latency,1579031320800682535,691,aws,ap-east-1
latency,1579031320837038474,656,aws,ap-east-1
latency,1579031321037088389,159,azure,westeurope
latency,1579031321145694882,646,aws,ap-east-1
latency,1579031321778340865,534,azure,westus2
latency,1579031321853528355,551,azure,eastus
latency,1579031321859725382,521,azure,eastus
latency,1579031321932720848,392,aws,ca-central-1
latency,1579031321982048599,714,azure,westus2
latency,1579031322116495706,469,azure,eastus
latency,1579031322469563570,188,aws,eu-west-2
latency,1579031322517813269,83,aws,eu-central-1
latency,1579031322572696742,89,aws,eu-west-2
latency,1579031322922215227,551,azure,eastus2
latency,1579031322922335314,566,azure,eastus2
latency,1579031323101382565,484,azure,eastus2
latency,1579031323107995778,136,aws,eu-west-3
latency,1579031323191943322,174,aws,eu-west-1
latency,1579031323202956946,128,aws,eu-west-3
latency,1579031323658902704,233,azure,uksouth
latency,1579031323663330169,235,azure,uksouth
latency,1579031323750912567,148,azure,uksouth
latency,1579031323756211210,147,aws,eu-north-1
latency,1579031323845642651,141,aws,eu-north-1
latency,1579031324412629733,719,azure,westus2
latency,1579031324971696626,715,aws,sa-east-1
latency,1579031325057090018,709,aws,sa-east-1
latency,1579031325063633138,143,aws,eu-west-2
latency,1579031325444084245,1279,ibm,jp-tok
latency,1579031325474577857,1221,ibm,jp-tok
latency,1579031325490636413,1329,ibm,jp-tok
latency,1579031325692702292,128,aws,eu-west-3
latency,1579031325968819711,494,aws,me-south-1
latency,1579031326053378942,494,aws,me-south-1
latency,1579031326130375139,184,ibm,eu-de
latency,1579031326147639978,157,ibm,eu-de
latency,1579031326160762237,187,ibm,eu-de
latency,1579031326361410093,167,aws,eu-north-1
latency,1579031326931833570,300,google,us-central1
latency,1579031327119719664,648,aws,ap-east-1
latency,1579031327142180112,280,aws,sa-east-1
latency,1579031327195270708,641,aws,ap-east-1
latency,1579031327844343806,200,aws,me-south-1
latency,1579031327863190515,430,aws,us-east-2
latency,1579031328089840045,466,azure,eastus
latency,1579031328137901977,440,azure,eastus
latency,1579031328583198002,219,ibm,eu-gb
latency,1579031328949349582,358,azure,eastus2
latency,1579031328992735243,646,aws,ap-east-1
latency,1579031329106752949,468,azure,eastus2
latency,1579031329613341881,160,azure,uksouth
latency,1579031329752808942,144,azure,uksouth
latency,1579031329878300007,794,google,us-east1
latency,1579031329933922729,441,azure,eastus
latency,1579031329964223490,3314,google,us-central1
latency,1579031329998084894,3335,google,us-central1
latency,1579031330761171051,374,aws,us-east-1
latency,1579031330846572987,380,aws,us-east-2
latency,1579031330890790232,389,aws,us-east-2
latency,1579031330934710679,499,azure,eastus2
latency,1579031331417217771,1296,ibm,jp-tok
latency,1579031331474432955,1202,ibm,jp-tok
latency,1579031331537092547,188,ibm,eu-gb
latency,1579031331553531242,117,azure,uksouth
latency,1579031331585996012,193,ibm,eu-gb
latency,1579031332119487280,857,azure,eastasia
latency,1579031332119493781,197,ibm,eu-de
latency,1579031332126671042,169,ibm,eu-de
latency,1579031332214415053,176,google,us-east1
latency,1579031332233373989,146,google,us-east1
latency,1579031332830692689,207,google,us-central1
latency,1579031332865289187,149,aws,us-east-1
latency,1579031333089245686,355,aws,us-east-1
latency,1579031333236015053,612,ibm,us-south
latency,1579031333268115728,1214,ibm,jp-tok
latency,1579031333523712177,191,aws,us-east-2
latency,1579031333925550931,156,ibm,eu-de
latency,1579031333963254155,597,azure,eastasia
latency,1579031333978720892,242,google,us-east4
latency,1579031334265154191,239,ibm,eu-gb
latency,1579031334404185820,814,azure,eastasia
latency,1579031334605726807,178,google,us-central1
latency,1579031335049317835,568,aws,us-west-1
latency,1579031335064389983,600,ibm,us-south
latency,1579031335490635985,384,aws,us-east-2
latency,1579031335495310673,590,ibm,us-south
latency,1579031335577269989,2949,google,us-central1
latency,1579031335618306834,852,google,us-east1
latency,1579031335779056436,213,google,us-east4
latency,1579031336085021578,535,ibm,us-east
latency,1579031336185308419,187,google,us-east4
latency,1579031336216365984,222,ibm,eu-gb
latency,1579031336484649454,406,aws,us-east-2
latency,1579031336504509018,384,aws,us-east-1
latency,1579031336509160383,229,aws,us-west-1
latency,1579031336740662297,154,google,europe-west1
latency,1579031336871971755,154,google,us-east1
latency,1579031337215875222,230,ibm,eu-gb
latency,1579031337236387477,550,aws,us-west-1
latency,1579031337624641408,614,ibm,us-east
latency,1579031337737842584,364,aws,us-east-1
latency,1579031337812089325,806,azure,eastasia
latency,1579031337831626720,590,aws,us-west-2
latency,1579031338187269610,61,google,europe-west1
latency,1579031338208388104,471,ibm,us-east
latency,1579031338511099033,178,aws,ap-south-1
latency,1579031338515279126,798,google,us-east1
latency,1579031338565230828,251,ibm,us-south
latency,1579031338846800139,138,google,europe-west1
latency,1579031339061577247,823,azure,eastasia
latency,1579031339146348029,134,google,europe-west2
latency,1579031339176453672,160,aws,us-east-1
latency,1579031339202263194,136,google,us-east4
latency,1579031339256546151,569,aws,us-west-2
latency,1579031339928136628,276,azure,northeurope
latency,1579031339942427258,594,aws,us-west-2
latency,1579031340125436101,365,aws,ap-south-1
latency,1579031340148559720,581,ibm,us-south
latency,1579031340230558830,528,aws,us-west-1
latency,1579031340273125228,590,azure,eastasia
latency,1579031340604744085,161,aws,ap-south-1
latency,1579031340823306891,198,google,europe-west2
latency,1579031340878679496,229,google,us-east4
latency,1579031340926421337,193,ibm,us-east
latency,1579031341302643886,196,google,europe-west2
latency,1579031341347265638,572,ibm,us-south
latency,1579031341487240910,162,azure,northeurope
latency,1579031341550844540,124,google,europe-west1
latency,1579031341607563331,228,aws,us-west-1
latency,1579031341988924978,139,google,us-east4
latency,1579031341997765019,193,azure,northeurope
latency,1579031342426068249,1995,google,asia-east2
latency,1579031342633155519,523,ibm,us-east
latency,1579031342643052345,590,aws,us-west-2
latency,1579031342902748710,397,google,asia-east2
latency,1579031343035110883,546,aws,us-west-1
latency,1579031343242495281,109,google,europe-west1
latency,1579031343513831468,368,aws,ap-south-1
latency,1579031343828885428,902,aws,ap-northeast-2
latency,1579031343967513378,223,aws,us-west-2
latency,1579031344023711275,488,ibm,us-east
latency,1579031344094491060,2106,google,asia-east2
latency,1579031344197243074,182,google,europe-west2
latency,1579031344291408721,884,aws,ap-northeast-2
latency,1579031344636148681,167,aws,ap-south-1
latency,1579031344647798840,122,google,europe-west1
latency,1579031344902865292,204,azure,northeurope
latency,1579031344962893251,630,azure,southcentralus
latency,1579031345255162609,463,azure,southcentralus
latency,1579031345304528163,164,google,europe-west2
latency,1579031345482887803,887,aws,ap-northeast-2
latency,1579031345724905446,575,aws,us-west-2
latency,1579031346038136172,573,aws,ap-southeast-1
latency,1579031346046597772,245,azure,northeurope
latency,1579031346318730715,557,aws,ap-southeast-1
latency,1579031346566705430,582,azure,southcentralus
latency,1579031346592219820,363,aws,ap-south-1
latency,1579031347264379553,171,google,europe-west2
latency,1579031347293765008,224,aws,ap-southeast-1
latency,1579031347412398701,2008,google,asia-east2
latency,1579031347950495290,184,azure,northeurope
latency,1579031348244236210,332,aws,ap-northeast-2
latency,1579031348352870060,1814,google,asia-northeast1
latency,1579031348502892811,1682,google,asia-northeast1
latency,1579031348539785682,1992,google,asia-east2
latency,1579031348791923906,336,google,asia-east2
latency,1579031349383505392,639,azure,southcentralus
latency,1579031349430543938,576,azure,southeastasia
latency,1579031349553474496,1759,google,asia-northeast1
latency,1579031349721178344,713,azure,southeastasia
latency,1579031349915519853,874,aws,ap-northeast-2
latency,1579031350158209930,866,aws,ap-northeast-2
latency,1579031350443587416,559,aws,ap-southeast-1
latency,1579031350579391928,359,aws,ap-southeast-2
latency,1579031350789360917,733,azure,southeastasia
latency,1579031350899317571,967,aws,ap-southeast-2
latency,1579031350986320425,568,azure,southcentralus
