name,time,ms,provider,region
latency,1579031556270643326,111,aws,eu-west-3
latency,1579031556315971050,165,aws,eu-north-1
latency,1579031556394044219,167,aws,eu-north-1
latency,1579031556431807366,107,aws,eu-west-3
latency,1579031556456535236,168,aws,eu-north-1
latency,1579031556554421498,180,aws,eu-north-1
latency,1579031556643525803,157,aws,eu-west-3
latency,1579031556950680904,179,aws,eu-north-1
latency,1579031557077635132,142,aws,eu-north-1
latency,1579031557311107539,166,aws,eu-north-1
latency,1579031557531525619,768,aws,sa-east-1
latency,1579031557567411439,750,aws,sa-east-1
latency,1579031557662465280,767,aws,sa-east-1
latency,1579031557693180957,735,aws,sa-east-1
latency,1579031557801113871,745,aws,sa-east-1
latency,1579031557882803498,298,aws,sa-east-1
latency,1579031558215980394,764,aws,sa-east-1
latency,1579031558545610627,734,aws,sa-east-1
latency,1579031558589750515,518,aws,me-south-1
latency,1579031558613914376,582,aws,me-south-1
latency,1579031558665668085,501,aws,me-south-1
latency,1579031558710670117,515,aws,me-south-1
latency,1579031558808727697,506,aws,me-south-1
latency,1579031558886424216,501,aws,me-south-1
latency,1579031559234816149,518,aws,me-south-1
latency,1579031559273208960,225,aws,me-south-1
latency,1579031559787696627,694,aws,ap-east-1
latency,1579031559793799515,678,aws,ap-east-1
latency,1579031559839536181,668,aws,ap-east-1
latency,1579031559904308161,686,aws,ap-east-1
latency,1579031559983101604,673,aws,ap-east-1
latency,1579031560052204180,665,aws,ap-east-1
latency,1579031560388379052,651,aws,ap-east-1
latency,1579031560431373757,657,aws,ap-east-1
latency,1579031560902250080,613,azure,eastus
latency,1579031560913600656,619,azure,eastus
latency,1579031560926188095,585,azure,eastus
latency,1579031560934415427,536,azure,eastus
latency,1579031560958616322,471,azure,eastus
latency,1579031561012011359,458,azure,eastus
latency,1579031561349640601,459,azure,eastus
latency,1579031561393302050,459,azure,eastus
latency,1579031562003785524,589,azure,eastus2
latency,1579031562040178466,636,azure,eastus2
latency,1579031562061106402,633,azure,eastus2
latency,1579031562073403040,638,azure,eastus2
latency,1579031562080944427,626,azure,eastus2
latency,1579031562087499560,574,azure,eastus2
latency,1579031563025263854,1168,azure,eastus2
latency,1579031563029520327,1129,azure,eastus2
latency,1579031563257438738,230,azure,uksouth
latency,1579031563272955756,246,azure,uksouth
latency,1579031563273181578,245,azure,uksouth
latency,1579031563279806700,774,azure,uksouth
latency,1579031563288544924,258,azure,uksouth
latency,1579031563296780821,268,azure,uksouth
latency,1579031563673721268,150,azure,uksouth
latency,1579031563680037812,155,azure,uksouth
latency,1579031565012684104,1254,ibm,jp-tok
latency,1579031565037541342,1249,ibm,jp-tok
latency,1579031565039414523,1266,ibm,jp-tok
latency,1579031565388768527,1207,ibm,jp-tok
latency,1579031565410087703,1234,ibm,jp-tok
latency,1579031565770083197,1970,ibm,jp-tok
latency,1579031565810962483,2029,ibm,jp-tok
latency,1579031565850569631,311,ibm,eu-de
latency,1579031565858924510,321,ibm,eu-de
latency,1579031565868282531,2095,ibm,jp-tok
latency,1579031565883249234,368,ibm,eu-de
latency,1579031566078487943,187,ibm,eu-de
latency,1579031566098765172,187,ibm,eu-de
latency,1579031566435958871,123,ibm,eu-de
latency,1579031566455714947,184,ibm,eu-de
latency,1579031566566185517,207,google,us-central1
latency,1579031566575799422,223,google,us-central1
latency,1579031566582694637,214,ibm,eu-de
latency,1579031566629775134,245,google,us-central1
latency,1579031566795115526,193,google,us-central1
latency,1579031566827156088,248,google,us-central1
latency,1579031567108466557,170,google,us-central1
latency,1579031567124631595,167,google,us-central1
latency,1579031567260390129,173,google,us-central1
latency,1579031567483219327,415,aws,us-east-2
latency,1579031567489298253,412,aws,us-east-2
latency,1579031567531372701,400,aws,us-east-2
latency,1579031567698196892,404,aws,us-east-2
latency,1579031567725960371,398,aws,us-east-2
latency,1579031567789287595,179,aws,us-east-2
latency,1579031567804803729,179,aws,us-east-2
latency,1579031567939536712,176,aws,us-east-2
latency,1579031568227986844,238,ibm,eu-gb
latency,1579031568240723033,257,ibm,eu-gb
latency,1579031568282470671,250,ibm,eu-gb
latency,1579031568400462032,201,ibm,eu-gb
latency,1579031568420263855,193,ibm,eu-gb
latency,1579031568429523430,124,ibm,eu-gb
latency,1579031568484540682,194,ibm,eu-gb
latency,1579031568600744012,160,ibm,eu-gb
latency,1579031568938138618,189,google,us-east1
latency,1579031568953794106,170,google,us-east1
latency,1579031569103813977,182,google,us-east1
latency,1579031569160052489,176,google,us-east1
latency,1579031569626135667,170,aws,us-east-1
latency,1579031569626219579,897,google,us-east1
latency,1579031569731949894,830,google,us-east1
latency,1579031569741284489,811,google,us-east1
latency,1579031569785628142,180,aws,us-east-1
latency,1579031569805548593,372,aws,us-east-1
latency,1579031569902727458,799,google,us-east1
latency,1579031570047802321,387,aws,us-east-1
latency,1579031570518061514,391,aws,us-east-1
latency,1579031570618631746,385,aws,us-east-1
latency,1579031570645028339,403,aws,us-east-1
latency,1579031570780783723,376,aws,us-east-1
latency,1579031571029486624,903,azure,eastasia
latency,1579031571131339065,824,azure,eastasia
latency,1579031571131649294,843,azure,eastasia
latency,1579031571372300666,823,azure,eastasia
latency,1579031571754622589,608,azure,eastasia
latency,1579031571816507985,797,azure,eastasia
latency,1579031571934003644,815,azure,eastasia
latency,1579031572093561435,812,azure,eastasia
latency,1579031572167533374,637,ibm,us-south
latency,1579031572203502205,571,ibm,us-south
latency,1579031572304919115,673,ibm,us-south
latency,1579031572491763300,618,ibm,us-south
latency,1579031572841892646,173,google,us-east4
latency,1579031572862249249,158,google,us-east4
latency,1579031572900490144,583,ibm,us-south
latency,1579031572908656286,653,ibm,us-south
latency,1579031572968888864,152,google,us-east4
latency,1579031573118173811,678,ibm,us-south
latency,1579031573157715839,165,google,us-east4
latency,1579031573205553537,611,ibm,us-south
latency,1579031573683030052,273,google,us-east4
latency,1579031573778544342,160,google,us-east4
latency,1579031573864088764,158,google,us-east4
latency,1579031573923588782,560,aws,us-west-1
latency,1579031573941284585,598,aws,us-west-1
latency,1579031574013811240,554,aws,us-west-1
latency,1579031574033806650,631,google,us-east4
latency,1579031574205313809,546,aws,us-west-1
latency,1579031574435966690,245,aws,us-west-1
latency,1579031574519815782,241,aws,us-west-1
latency,1579031575244525181,876,aws,us-west-1
latency,1579031575244931147,817,ibm,us-east
latency,1579031575245098823,800,ibm,us-east
latency,1579031575245191410,727,ibm,us-east
latency,1579031575245281962,708,aws,us-west-1
latency,1579031575698568706,992,ibm,us-east
latency,1579031575711386177,467,ibm,us-east
latency,1579031575756092729,500,ibm,us-east
latency,1579031575861386794,116,google,europe-west1
latency,1579031575953060612,204,google,europe-west1
latency,1579031576003672909,259,ibm,us-east
latency,1579031576038623289,293,google,europe-west1
latency,1579031576281407483,533,ibm,us-east
latency,1579031576286832280,86,google,europe-west1
latency,1579031576355007334,142,google,europe-west1
latency,1579031576373013474,128,google,europe-west1
latency,1579031576638878250,129,google,europe-west1
latency,1579031577284787314,919,aws,us-west-2
latency,1579031577284939164,823,aws,us-west-2
latency,1579031577284950785,740,aws,us-west-2
latency,1579031577444707154,161,google,europe-west1
latency,1579031577919327576,636,aws,us-west-2
latency,1579031577936351009,652,aws,us-west-2
latency,1579031577952610720,668,aws,us-west-2
latency,1579031578189637874,407,aws,ap-south-1
latency,1579031578198582577,415,aws,ap-south-1
latency,1579031578206368084,420,aws,ap-south-1
latency,1579031578206445879,923,aws,us-west-2
latency,1579031578549255756,604,aws,us-west-2
latency,1579031578622418068,169,aws,ap-south-1
latency,1579031578803393795,383,aws,ap-south-1
latency,1579031578815257080,378,aws,ap-south-1
latency,1579031578845443426,138,google,europe-west2
latency,1579031578945974898,256,google,europe-west2
latency,1579031578952707806,253,google,europe-west2
latency,1579031579088751990,381,aws,ap-south-1
latency,1579031579215795001,163,aws,ap-south-1
latency,1579031579353466782,230,google,europe-west2
latency,1579031579455394895,151,google,europe-west2
latency,1579031579551918216,236,google,europe-west2
latency,1579031579615492433,269,azure,northeurope
latency,1579031579670111220,223,azure,northeurope
latency,1579031579680382460,225,azure,northeurope
latency,1579031579790201508,195,google,europe-west2
latency,1579031579937899087,222,google,europe-west2
latency,1579031580178952860,224,azure,northeurope
latency,1579031580199565128,339,azure,northeurope
latency,1579031580220184170,167,azure,northeurope
latency,1579031580499788202,209,azure,northeurope
latency,1579031580638135526,198,azure,northeurope
latency,1579031582195565516,2080,google,asia-east2
latency,1579031582201773896,2031,google,asia-east2
latency,1579031582208153820,2026,google,asia-east2
latency,1579031582699297766,2019,google,asia-east2
latency,1579031582727812735,2016,google,asia-east2
latency,1579031582734919609,2014,google,asia-east2
latency,1579031582895380477,1754,google,asia-east2
latency,1579031582996657308,1993,google,asia-east2
latency,1579031583619975798,920,aws,ap-northeast-2
latency,1579031583629225701,925,aws,ap-northeast-2
latency,1579031583629558716,918,aws,ap-northeast-2
latency,1579031584075776875,875,aws,ap-northeast-2
latency,1579031584088213217,876,aws,ap-northeast-2
latency,1579031584277004845,1041,aws,ap-northeast-2
latency,1579031584291306299,895,aws,ap-northeast-2
latency,1579031584398200607,901,aws,ap-northeast-2
latency,1579031584839280178,683,azure,southcentralus
latency,1579031584839390679,702,azure,southcentralus
latency,1579031584839400754,694,azure,southcentralus
latency,1579031585170542403,594,azure,southcentralus
latency,1579031585206341060,616,azure,southcentralus
latency,1579031585293219883,501,azure,southcentralus
latency,1579031585415171145,636,azure,southcentralus
latency,1579031585487181940,588,azure,southcentralus
latency,1579031585877812858,572,aws,ap-southeast-1
latency,1579031585912664924,587,aws,ap-southeast-1
latency,1579031586189155747,857,aws,ap-southeast-1
latency,1579031586246742928,574,aws,ap-southeast-1
latency,1579031586298164284,590,aws,ap-southeast-1
latency,1579031586342312582,547,aws,ap-southeast-1
latency,1579031586508962994,593,aws,ap-southeast-1
latency,1579031586563034452,574,aws,ap-southeast-1
latency,1579031587056412649,366,google,asia-northeast1
latency,1579031587352090605,341,google,asia-northeast1
latency,1579031587906025053,1493,google,asia-northeast1
latency,1579031588069770966,1691,google,asia-northeast1
latency,1579031588300871712,743,azure,southeastasia
latency,1579031588550604827,697,azure,southeastasia
latency,1579031588556948446,1809,google,asia-northeast1
latency,1579031588556994044,1757,google,asia-northeast1
latency,1579031588568251390,1725,google,asia-northeast1
latency,1579031588777052788,1714,google,asia-northeast1
latency,1579031589146774030,738,azure,southeastasia
latency,1579031589285793621,714,azure,southeastasia
latency,1579031589764663923,706,azure,southeastasia
latency,1579031589805811320,735,azure,southeastasia
latency,1579031589814232029,747,azure,southeastasia
latency,1579031589814372939,1004,aws,ap-southeast-2
latency,1579031590009557689,729,azure,southeastasia
latency,1579031590014777164,962,aws,ap-southeast-2
latency,1579031590599331683,952,aws,ap-southeast-2
latency,1579031590771961769,985,aws,ap-southeast-2
latency,1579031590882108646,372,aws,ap-southeast-2
latency,1579031591137170839,830,aws,ap-northeast-1
latency,1579031591220593680,953,aws,ap-southeast-2
latency,1579031591251734993,945,aws,ap-southeast-2
latency,1579031591297382384,990,aws,ap-southeast-2
latency,1579031591319164969,797,aws,ap-northeast-1
latency,1579031591888997868,248,azure,westeurope
latency,1579031591913372402,814,aws,ap-northeast-1
latency,1579031592012923131,190,azure,westeurope
latency,1579031592094667852,821,aws,ap-northeast-1
latency,1579031592268280450,885,aws,ap-northeast-1
latency,1579031592537257491,816,aws,ap-northeast-1
latency,1579031592555333665,141,azure,westeurope
latency,1579031592555451852,802,aws,ap-northeast-1
latency,1579031592799725145,204,azure,westeurope
latency,1579031592817940119,428,aws,ca-central-1
latency,1579031592846874589,1049,aws,ap-northeast-1
latency,1579031592918891035,149,azure,westeurope
latency,1579031592936322601,422,aws,ca-central-1
latency,1579031593205350559,167,azure,westeurope
latency,1579031593280801387,221,azure,westeurope
latency,1579031593430783677,111,aws,eu-central-1
latency,1579031593479181601,422,aws,ca-central-1
latency,1579031593495721162,194,aws,ca-central-1
latency,1579031593522995522,173,azure,westeurope
latency,1579031593533855395,96,aws,eu-central-1
latency,1579031593845672993,426,aws,ca-central-1
latency,1579031593899582201,192,aws,ca-central-1
latency,1579031594085432996,105,aws,eu-central-1
latency,1579031594110534539,114,aws,eu-central-1
latency,1579031594144419143,212,aws,eu-west-1
latency,1579031594174327256,129,aws,eu-west-1
latency,1579031594192523136,411,aws,ca-central-1
latency,1579031594229360723,204,aws,ca-central-1
latency,1579031594441728791,94,aws,eu-central-1
latency,1579031594493400653,90,aws,eu-central-1
latency,1579031594720265428,126,aws,eu-west-1
latency,1579031594738690317,128,aws,eu-west-1
latency,1579031594819727002,88,aws,eu-central-1
latency,1579031594830379536,136,aws,eu-central-1
latency,1579031595114042524,117,aws,eu-west-1
latency,1579031595135782290,192,aws,eu-west-1
latency,1579031595442905825,116,aws,eu-west-1
latency,1579031595465548391,820,azure,westus2
latency,1579031595489185326,795,azure,westus2
latency,1579031595532500150,196,aws,eu-west-1
latency,1579031595930899087,717,azure,westus2
latency,1579031595991172871,732,azure,westus2
latency,1579031596138703521,173,aws,eu-west-2
latency,1579031596146848303,175,aws,eu-west-2
latency,1579031596162762170,547,azure,westus2
latency,1579031596360807872,724,azure,westus2
latency,1579031596479693006,536,azure,westus2
latency,1579031596527926387,94,aws,eu-west-2
latency,1579031596573516684,540,azure,westus2
latency,1579031596625888403,150,aws,eu-west-2
latency,1579031596759123239,94,aws,eu-west-2
latency,1579031596798079881,148,aws,eu-west-3
latency,1579031596821488713,178,aws,eu-west-3
latency,1579031596966491238,105,aws,eu-west-2
latency,1579031597101200248,119,aws,eu-west-2
latency,1579031597138710142,109,aws,eu-west-3
latency,1579031597188828914,113,aws,eu-west-2
latency,1579031597229655880,102,aws,eu-west-3
latency,1579031597380538725,120,aws,eu-west-3
latency,1579031597501601185,202,aws,eu-north-1
latency,1579031597511238405,188,aws,eu-north-1
latency,1579031597583062866,116,aws,eu-west-3
latency,1579031597754321301,151,aws,eu-west-3
latency,1579031597800991772,112,aws,eu-west-3
latency,1579031597821729433,181,aws,eu-north-1
latency,1579031597854541469,123,aws,eu-north-1
latency,1579031597997783605,116,aws,eu-north-1
latency,1579031598199541578,114,aws,eu-north-1
latency,1579031598422370247,168,aws,eu-north-1
latency,1579031598473762224,171,aws,eu-north-1
latency,1579031598788251087,785,aws,sa-east-1
latency,1579031598794349859,783,aws,sa-east-1
latency,1579031599058731297,735,aws,sa-east-1
latency,1579031599116533679,761,aws,sa-east-1
latency,1579031599217418677,293,aws,sa-east-1
latency,1579031599245330322,746,aws,sa-east-1
latency,1579031599262037130,286,aws,sa-east-1
latency,1579031599434333927,733,aws,sa-east-1
latency,1579031600184443480,891,aws,me-south-1
latency,1579031600184630097,621,aws,me-south-1
latency,1579031600184691796,885,aws,me-south-1
latency,1579031600184818442,565,aws,me-south-1
latency,1579031600431293967,246,aws,me-south-1
latency,1579031600453217990,269,aws,me-south-1
latency,1579031601071736510,882,aws,me-south-1
latency,1579031601071740512,881,aws,me-south-1
latency,1579031601768773321,700,aws,ap-east-1
latency,1579031601775436399,706,aws,ap-east-1
latency,1579031601788290377,717,aws,ap-east-1
latency,1579031601793898433,722,aws,ap-east-1
latency,1579031601989404969,918,aws,ap-east-1
latency,1579031602001628875,931,aws,ap-east-1
latency,1579031602224861693,657,aws,ap-east-1
latency,1579031602230800118,664,aws,ap-east-1
latency,1579031602830067701,553,azure,eastus
latency,1579031602840730637,567,azure,eastus
latency,1579031602846882657,558,azure,eastus
latency,1579031602852862728,558,azure,eastus
latency,1579031602960993550,457,azure,eastus
latency,1579031602975600646,486,azure,eastus
latency,1579031603177543485,446,azure,eastus
latency,1579031603195099646,468,azure,eastus
latency,1579031603887271109,533,azure,eastus2
latency,1579031603898479743,566,azure,eastus2
latency,1579031603905420607,562,azure,eastus2
latency,1579031603911728618,557,azure,eastus2
latency,1579031603955026909,477,azure,eastus2
latency,1579031603971267058,505,azure,eastus2
latency,1579031604148711778,468,azure,eastus2
latency,1579031604165495684,469,azure,eastus2
latency,1579031604638248930,238,azure,uksouth
latency,1579031604656167704,243,azure,uksouth
latency,1579031604662354001,274,azure,uksouth
latency,1579031604669275254,262,azure,uksouth
latency,1579031604682021773,205,azure,uksouth
latency,1579031604682572153,223,azure,uksouth
latency,1579031604746034966,221,ibm,eu-de
latency,1579031604835467747,183,azure,uksouth
latency,1579031604853779014,187,azure,uksouth
latency,1579031605524735542,274,google,us-central1
latency,1579031606377484881,1219,ibm,jp-tok
latency,1579031606431076955,1250,ibm,jp-tok
latency,1579031606688047990,1259,ibm,jp-tok
latency,1579031606688287051,1236,ibm,jp-tok
latency,1579031606688474766,1195,ibm,jp-tok
latency,1579031606688673101,1279,ibm,jp-tok
latency,1579031606688823110,1298,ibm,jp-tok
latency,1579031606689013833,1268,ibm,jp-tok
latency,1579031606689236481,422,aws,us-east-2
latency,1579031607063603535,184,ibm,eu-de
latency,1579031607080850077,141,ibm,eu-de
latency,1579031607097604184,153,ibm,eu-de
latency,1579031607103554441,165,ibm,eu-de
latency,1579031607114375318,174,ibm,eu-de
latency,1579031607139772638,205,ibm,eu-de
latency,1579031607228517687,268,ibm,eu-gb
latency,1579031607252185488,201,ibm,eu-de
latency,1579031607286733826,212,ibm,eu-de
latency,1579031608262049334,659,google,us-central1
latency,1579031608262544577,654,google,us-central1
latency,1579031608262568024,689,google,us-central1
latency,1579031608430035034,699,google,us-east1
latency,1579031608547745430,793,google,us-central1
latency,1579031609150018036,390,aws,us-east-2
latency,1579031609161914871,401,aws,us-east-2
latency,1579031609173391518,411,aws,us-east-2
latency,1579031609221736385,172,aws,us-east-2
latency,1579031609347277343,414,aws,us-east-1
latency,1579031609861917744,211,ibm,eu-gb
latency,1579031609874806877,201,ibm,eu-gb
latency,1579031609890026233,226,ibm,eu-gb
latency,1579031609939661411,216,ibm,eu-gb
latency,1579031610241974238,2601,google,us-central1
latency,1579031610627228121,186,google,us-east1
latency,1579031610704717050,857,azure,eastasia
latency,1579031610926959437,182,aws,us-east-2
latency,1579031610968722389,2699,google,us-central1
latency,1579031611232838049,868,google,us-east1
latency,1579031611232851950,855,google,us-east1
latency,1579031611318045659,926,google,us-east1
latency,1579031611504218680,375,aws,us-east-1
latency,1579031611638597053,211,ibm,eu-gb
latency,1579031611836415764,624,ibm,us-south
latency,1579031611853473542,391,aws,us-east-2
latency,1579031612091462034,358,aws,us-east-1
latency,1579031612097963924,364,aws,us-east-1
latency,1579031612188650838,366,aws,us-east-1
latency,1579031612208033729,4625,google,us-central1
latency,1579031612321737004,180,google,us-east1
latency,1579031612491139498,136,ibm,eu-gb
latency,1579031612518409597,4904,google,us-central1
latency,1579031612830888454,824,azure,eastasia
latency,1579031612890594338,181,aws,us-east-2
latency,1579031613098724379,759,google,us-east4
latency,1579031613190741027,171,aws,us-east-2
latency,1579031613202466544,380,aws,us-east-1
latency,1579031613390998265,797,azure,eastasia
latency,1579031613413705083,815,azure,eastasia
latency,1579031613535659825,847,azure,eastasia
latency,1579031613601507630,210,ibm,eu-gb
latency,1579031613816611809,824,google,us-east1
latency,1579031613915161637,222,ibm,eu-gb
latency,1579031614012368446,676,ibm,us-south
latency,1579031614177728392,579,aws,us-west-1
latency,1579031614496932569,180,aws,us-east-1
latency,1579031614512479203,808,azure,eastasia
latency,1579031614544381417,628,ibm,us-south
latency,1579031614544884913,652,ibm,us-south
latency,1579031614617206127,201,google,us-east1
latency,1579031614637914480,601,ibm,us-south
latency,1579031614682564196,166,google,us-east4
latency,1579031614920769586,818,google,us-east1
latency,1579031615212197727,532,ibm,us-east
latency,1579031615219751664,175,google,us-east4
latency,1579031615280985270,262,ibm,us-south
latency,1579031615288945659,242,google,us-east4
latency,1579031615499873789,381,aws,us-east-1
latency,1579031615590168250,168,aws,us-east-1
latency,1579031615741653775,561,aws,us-west-1
latency,1579031615772840911,630,google,us-east4
latency,1579031615818248517,811,azure,eastasia
latency,1579031615857308565,143,google,europe-west1
latency,1579031615962607296,181,google,us-east4
latency,1579031615979217993,257,aws,us-west-1
latency,1579031616040628938,249,aws,us-west-1
latency,1579031616536354216,266,aws,us-west-1
latency,1579031616657271047,299,aws,us-west-2
latency,1579031616694584628,229,aws,us-west-1
latency,1579031616723809202,480,ibm,us-east
latency,1579031616807107316,804,azure,eastasia
latency,1579031616890914105,799,azure,eastasia
latency,1579031616903578714,587,ibm,us-south
latency,1579031616944638398,463,ibm,us-east
latency,1579031617003067962,461,ibm,us-east
latency,1579031617249213106,208,ibm,us-east
latency,1579031617331656939,105,google,europe-west1
latency,1579031617527275385,82,google,europe-west1
latency,1579031617570069188,411,aws,ap-south-1
latency,1579031617594888127,88,google,europe-west1
latency,1579031617679065852,277,google,us-east4
latency,1579031617711120998,516,ibm,us-east
latency,1579031618002005164,691,ibm,us-south
latency,1579031618043828268,288,google,europe-west1
latency,1579031618057107992,664,ibm,us-south
latency,1579031618171706595,100,google,europe-west2
latency,1579031618315004940,102,google,europe-west1
latency,1579031618430933112,599,aws,us-west-2
latency,1579031618631666751,602,aws,us-west-2
latency,1579031618675087318,170,google,us-east4
latency,1579031618709458296,613,aws,us-west-2
latency,1579031618728091933,170,google,us-east4
latency,1579031618746718241,566,aws,us-west-1
latency,1579031618976290962,302,azure,northeurope
latency,1579031619127164689,194,aws,ap-south-1
latency,1579031619158621102,619,aws,us-west-2
latency,1579031619315097270,180,aws,ap-south-1
latency,1579031619419114989,246,aws,us-west-1
latency,1579031619438030590,622,aws,us-west-2
latency,1579031619474246008,245,aws,us-west-1
latency,1579031619600138228,390,aws,ap-south-1
latency,1579031619738360184,110,google,europe-west2
latency,1579031619775804837,526,ibm,us-east
latency,1579031619899930165,422,google,asia-east2
latency,1579031620017710070,202,google,europe-west2
latency,1579031620066158701,405,aws,ap-south-1
latency,1579031620209736146,108,google,europe-west2
latency,1579031620347447125,408,aws,ap-south-1
latency,1579031620444581894,167,google,europe-west1
latency,1579031620456276892,480,ibm,us-east
latency,1579031620468568693,548,ibm,us-east
latency,1579031620483422995,244,azure,northeurope
latency,1579031620758610957,239,azure,northeurope
latency,1579031620790523483,223,google,europe-west2
latency,1579031620928352477,217,azure,northeurope
latency,1579031621049681814,91,google,europe-west1
latency,1579031621143916526,174,google,europe-west1
latency,1579031621153868873,305,google,europe-west2
latency,1579031621331339430,930,aws,ap-northeast-2
latency,1579031621518929759,227,azure,northeurope
latency,1579031621570454308,625,aws,us-west-2
latency,1579031621701895500,441,google,asia-east2
latency,1579031621806599527,256,aws,us-west-2
latency,1579031621910971678,255,azure,northeurope
latency,1579031622267269775,193,aws,ap-south-1
latency,1579031622267436356,620,aws,us-west-2
latency,1579031622492497168,185,aws,ap-south-1
latency,1579031622515198499,683,azure,southcentralus
latency,1579031622574719475,369,aws,ap-northeast-2
latency,1579031622946740856,177,aws,ap-south-1
latency,1579031623052139440,284,google,europe-west2
latency,1579031623101082816,2117,google,asia-east2
latency,1579031623202273305,209,google,europe-west2
latency,1579031623545942940,97,google,europe-west2
latency,1579031623568228034,491,azure,southcentralus
latency,1579031623597080380,2168,google,asia-east2
latency,1579031623667657815,651,aws,ap-southeast-1
latency,1579031623756863914,203,azure,northeurope
latency,1579031623911295762,206,azure,northeurope
latency,1579031623956347312,353,aws,ap-northeast-2
latency,1579031624100742915,2080,google,asia-east2
latency,1579031624267695164,221,azure,northeurope
latency,1579031624429127964,2017,google,asia-east2
latency,1579031624494812684,325,google,asia-northeast1
latency,1579031624634944431,566,aws,ap-southeast-1
latency,1579031624959814204,358,aws,ap-northeast-2
latency,1579031625016552351,917,aws,ap-northeast-2
latency,1579031625090810774,634,azure,southcentralus
latency,1579031625752561489,757,azure,southeastasia
latency,1579031625818138099,887,aws,ap-northeast-2
latency,1579031625831298884,239,aws,ap-southeast-1
latency,1579031626547863250,2132,google,asia-east2
latency,1579031626547863640,1022,azure,southcentralus
latency,1579031626547943117,2286,google,asia-east2
latency,1579031626548198519,1080,azure,southcentralus
latency,1579031626804237046,2032,google,asia-east2
latency,1579031627405067298,2262,google,asia-northeast1
latency,1579031627405249672,852,google,asia-northeast1
latency,1579031627538978201,994,aws,ap-southeast-2
latency,1579031627556469411,1010,azure,southcentralus
latency,1579031627657317607,254,aws,ap-southeast-1
latency,1579031627790534539,385,aws,ap-northeast-2
latency,1579031627815949833,411,aws,ap-northeast-2
latency,1579031627975140862,573,aws,ap-southeast-1
latency,1579031628331932425,928,aws,ap-northeast-2
latency,1579031628625171526,568,aws,ap-southeast-1
latency,1579031628643022988,741,azure,southeastasia
latency,1579031628655889739,754,azure,southeastasia
latency,1579031628794402379,474,azure,southcentralus
latency,1579031628874345489,834,aws,ap-northeast-1
latency,1579031628890660472,599,azure,southcentralus
latency,1579031629790413764,278,azure,westeurope
latency,1579031629849544039,340,google,asia-northeast1
latency,1579031629859565745,1701,google,asia-northeast1
latency,1579031629941679781,1109,azure,southcentralus
latency,1579031629949837251,439,aws,ap-southeast-2
latency,1579031630131443449,618,aws,ap-southeast-1
latency,1579031630176270460,665,aws,ap-southeast-1
latency,1579031630851386807,2365,google,asia-northeast1
latency,1579031630851608185,1331,aws,ap-southeast-2
latency,1579031630851657801,552,aws,ca-central-1
latency,1579031631368375590,505,google,asia-northeast1
latency,1579031631368503222,520,google,asia-northeast1
latency,1579031631466882489,620,aws,ap-southeast-1
latency,1579031631473295492,126,aws,eu-central-1
latency,1579031631549839045,705,azure,southeastasia
latency,1579031631576153666,730,azure,southeastasia
latency,1579031631730941408,882,aws,ap-northeast-1
latency,1579031632045061251,699,azure,southeastasia
latency,1579031632163030000,816,aws,ap-northeast-1
latency,1579031632174846168,200,aws,eu-west-1
latency,1579031632437336662,204,azure,westeurope
latency,1579031632449991797,397,aws,ap-southeast-2
latency,1579031632546647052,689,azure,southeastasia
latency,1579031632593773101,718,azure,southeastasia
latency,1579031632858729622,195,azure,westeurope
latency,1579031632925381634,379,aws,ap-southeast-2
latency,1579031633052420696,975,aws,ap-southeast-2
latency,1579031633555454241,364,aws,ap-southeast-2
latency,1579031633555951414,448,aws,ca-central-1
latency,1579031633556349444,779,azure,westus2
latency,1579031633647203202,1678,google,asia-northeast1
latency,1579031633804422754,850,aws,ap-northeast-1
latency,1579031633963186882,77,aws,eu-central-1
latency,1579031634046877948,958,aws,ap-southeast-2
latency,1579031634133447880,176,aws,eu-west-2
latency,1579031634375385276,945,aws,ap-northeast-1
latency,1579031634375575121,821,aws,ap-northeast-1
latency,1579031634484526294,178,azure,westeurope
latency,1579031634545314695,1185,aws,ca-central-1
latency,1579031634594400667,129,aws,eu-west-1
latency,1579031634743337166,829,aws,ap-northeast-1
latency,1579031634821927211,188,aws,eu-west-3
latency,1579031634853695700,705,azure,southeastasia
latency,1579031635045974563,168,azure,westeurope
latency,1579031635100464337,222,azure,westeurope
latency,1579031635145125164,99,aws,eu-central-1
latency,1579031635192687672,204,aws,ca-central-1
latency,1579031635390242311,842,aws,ap-northeast-1
latency,1579031635400205597,156,azure,westeurope
latency,1579031635538809991,215,aws,eu-north-1
latency,1579031635661689172,567,azure,westus2
latency,1579031635748461919,202,aws,ca-central-1
latency,1579031635777951433,132,aws,eu-west-1
latency,1579031635798239713,105,aws,eu-central-1
latency,1579031636035810208,434,aws,ca-central-1
latency,1579031636080800947,189,azure,westeurope
latency,1579031636106483177,204,aws,ca-central-1
latency,1579031636281058922,116,aws,eu-west-2
latency,1579031636350207481,99,aws,eu-central-1
latency,1579031636350282378,995,aws,ap-southeast-2
latency,1579031636422199785,122,aws,eu-west-1
latency,1579031636661954869,126,aws,eu-central-1
latency,1579031636698994623,88,aws,eu-central-1
latency,1579031636837449193,798,aws,sa-east-1
latency,1579031636929350364,147,aws,eu-west-3
latency,1579031637438992952,583,aws,eu-west-1
latency,1579031637439079367,854,aws,ca-central-1
latency,1579031637439255773,584,aws,ap-northeast-1
