8,ibm,dotnet,128,eu-de,371,47,324,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,202,48,154,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,188,46,142,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,202,46,156,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,241,46,195,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,230,46,184,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,199,48,151,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,235,47,188,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,206,47,159,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,213,48,165,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,258,46,212,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,227,47,180,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,227,47,180,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,218,48,170,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,229,48,181,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,213,48,165,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,192,46,146,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,212,47,165,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,247,47,200,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,164,46,118,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,203,50,153,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,248,50,198,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,182,46,136,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,213,47,166,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,151,47,104,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,232,47,185,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,210,47,163,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,185,47,138,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,251,47,204,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,192,46,146,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,248,47,201,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,199,46,153,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,210,48,162,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,202,48,154,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,221,46,175,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,529,47,482,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,189,47,142,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,209,55,154,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,222,47,175,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,247,48,199,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,210,48,162,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,206,48,158,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,276,46,230,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,213,49,164,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,213,51,162,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,233,47,186,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,211,47,164,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,265,53,212,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,229,46,183,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,247,47,200,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,246,47,199,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,217,46,171,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,283,47,236,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,138,46,92,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,299,53,246,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,204,47,157,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,272,47,225,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,210,47,163,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,163,48,115,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,196,49,147,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,226,47,179,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,221,47,174,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,290,48,242,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,184,48,136,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,148,47,101,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,317,48,269,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,207,51,156,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,206,47,159,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,216,47,169,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,283,47,236,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,227,48,179,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,196,47,149,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,199,47,152,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,191,47,144,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,229,53,176,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,196,46,150,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,218,47,171,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,198,48,150,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,350,47,303,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,223,47,176,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,568,47,521,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,290,47,243,IBM 128 MB, 128 MB
8,ibm,dotnet,128,eu-de,200,48,152,IBM 128 MB, 128 MB
